Categorie,Naam,Beschrijving
Onderhoud & Reparatie,Simson Bandenreparatie Spray 75 Ml,De 75 ml Simson band dicht van Simson dicht een lekkage in de band zonder demontage of gereedschap. Geschikt voor de binnenband van de fiets. Past op vrijwel alle ventielen en is een gemakkelijk onderweg mee te nemen.    Vrijwel alle ventielen Gemakkelijk meeneembaar Zonder demontage of gereedschap 75 ml
Onderhoud & Reparatie,Muc-Off - Bio Chain Cleaner 400ml,• Toepassingsgebied: complete fiets• Type: Reiniger
Onderhoud & Reparatie,BBB Cycling EasyTire Bandenlichter - Professioneel Fietsgereedsschap - Fietsband Oplegger - Zwart - BTL-78,Met de BBB Cycling EasyTire bandenlichter kun je snel en efficiënt je fietsband vervangen. Het is de perfecte oplossing voor fietsers die een strakke band/wiel combinatie hebben. De professionele bandenlichter is gemaakt van volledig composiet materiaal om schade aan het wiel en de banden te voorkomen. Met de EasyTire ben je snel weer op weg of op de trail. Gereedschap om banden op de velg te krijgenIdeale hulp bij een strakke band/wiel combinatieVolledig composiet om beschadiging van het wiel en de band te voorkomen
Onderhoud & Reparatie,KETTINGPONS - Kettingbreker 5 tot 12 speed - 5 6 7 8 9 10 11 12 SPEED - of single speed,"KMC Kettingpons met Ergonomisch Handvat.
De KMC kettingpons is het perfecte gereedschap om je nieuwe ketting in te korten naar de gewenste lengte.✅ Van singlespeed tot 12 speed✅ Shimano KMC✅ Reversible Pin"
Onderhoud & Reparatie,"BBB Cycling TorqueSet Momentsleutel - Inbussleutel fiets - Verstelbare met 1/4""-aandrijving - Bereik: 2-14 Nm - BTL-73","Van de BBB Cycling TorqueSet momentsleutel kun je je fiets perfect onderhouden. De verstelbare momentsleutel met 1/4-inch aandrijving is inclusief: inbussleutels 3, 4, 5, 6, 8 en T25 en T30 torx. De set komt in een gevoerde case, zodat je de onderdelen netjes kunt opbergen. Elke sleutel is individueel gekalibreerd door een computer.Verstelbare momentsleutel met 1/4""-aandrijving.Klikmechanisme geeft aan wanneer het aanhaalmoment is bereikt.Bereik: 2-14 Nm, in kleine stappen verstelbaar.Individueel gekalibreerd door de computer. Mogelijkheid om het gereedschap opnieuw te kalibreren.Inclusief inbussleutels 3, 4, 5, 6, 8 en T25, T30-torx.Inclusief beschermingscase."
Onderhoud & Reparatie,WD-40 Specialist® Slotspray - 100ml - Sloten Spray - Smeermiddel - Smeermiddel voor alle soorten sloten,"WD-40 Specialist Slotspray. Vertrouwde kwaliteit, speciaal voor sloten.
 Lukt het niet om een slot goed te gebruiken? Zoek dan niet verder. Deze sloten spray werkt effectief en snel. Speciaal ontwikkeld voor het onderhouden van slotcilinders (huis, auto, meubels, sloten). De siliconen- en vetvrije formule en de hoge capillaire werking zorgen ervoor dat het product in het cilindermechanisme kan doordringen zonder deze te verstoppen. 
Smeermiddel dat ontworpen is om 1 specifieke taak erg goed te doen

Dringt snel door en maakt vastzittende sloten snel los
Vermindert slijtage & beschermt tegen corrosie en ijsvorming
Anti-corrosie
Geschikt voor binnen en buiten
Geschikt voor alle sloten

Toe te passen bij

Huis deursloten
Hangsloten
Kluis-sleutelsloten
Auto deursloten

 INTENSIEVE SMERING & BESCHERMING TEGEN CORROSIE 
 Geschikt voor alle soorten sloten, die langwerkende en intensieve smering en bescherming tegen roest en corrosie vereisen. Makkelijk in gebruik. 
 VERMINDERT SLIJTAGE 
 Reinigt sloten snel zodat ze soepeler blijven werken en minder schade veroorzaken. Door onderdelen goed schoon te houden, gaan ze langer mee. 
 WD-40® biedt een breed scala aan onderhoudsproducten voor het smeren, invetten, ontvetten en reinigen, zodat iedereen elke klus kan klaren! 
 Naast WD-40® Multi-Use Product is er WD-40 Specialist®. Deze lijn van professionele producten is speciaal geformuleerd voor professionals om specifieke en zware taken te klaren, denk bijvoorbeeld aan industriële reiniging en taken waarbij hoogwaardige smering en/of ontvetting noodzakelijk is."
Onderhoud & Reparatie,Bike7 - Carepack Wax Set (8 Producten),Een kwaliteitsfiets moet je koesteren. Behandel hem daarom met de zorg die hij verdient.Wil je alle producten voor het volledige onderhoud van je fiets binnen handbereik hebben?Met het Carepack haal je het beste van het beste in huis.Alles wat je nodig hebt om je fiets te doen stralen en optimaal te doen functioneren zit samen verpakt in dit handige onderhoudspakket. Want je fiets verdient het.Inhoud:Pro Wax 150mlClean 1LChain Clean 1LMultitrigger voor Chain Clean 1LShine & Protect 500mlBrake Cleaner 500mlMicrofibre (2st)Rasta Bike7
Onderhoud & Reparatie,Bike7 - Chain Clean 5L,"Doeltreffende reiniger en ontvetter voor kettingen, derailleurs, cassettes en plateaus. Regelmatig gebruik resulteert in een langere levensduur van de transmissie."
Onderhoud & Reparatie,Reparatiedoos simson normaal 135 jaar limited edition - ROOD,"Onmisbaar voor elke fietser: de Simson reparatiedoos Normaal. Deze bandenreparatieset stop je gemakkelijk in je jaszak of (fiets)tas, zodat je ook pech onderweg direct kunt verhelpen. Het compacte, nostalgische rood-witte blikje bevat voldoende materialen voor wel 12 plakbeurten. Weet je niet precies hoe je een band moet plakken? Bij de set krijg je een handig instructieboekje geleverd.  Inhoud:  Vierstrippleister (2st.) Knippleister (1st.) Waterproof schuurpapier (1st.) Buitenbandplakker 35 mm (1st.) Ventielslang (1st.) Simson SF solutie 10 ml (1st.) Bandenlichter metaal (1st.) Instructieboekje (1st.)"
Onderhoud & Reparatie,Cyclon Montagepasta Assembly Paste 50 Ml Blister,"Cyclon Assembly Paste montagepastaMet Cyclon Assembly Paste monteer je onderdelen met een schroefdraad gemakkelijk, kun je kraken voorkomen en zorg je er voor dat schroeven later weer gemakkelijk losgedraaid kunnen worden. Dit vet smeer je op schroefdraad van bijvoorbeeld pedalen, derailleurs, boutjes en andere onderdelen op je fiets waar metaal-metaal verbindingen voorkomen. Dankzij dit vet zijn de onderdelen beschermd tegen vocht en gaan ze ook onder zware druk niet kraken. Het vet is op keramische basis.Gebruiksaanwijzing1. Reinig en ontvet de onderdelen met Cyclon Bionet2. Afspoelen en afnemen met een poetsdoek3. Onderdelen controleren en zo nodig vervangen4. Aanbrengen Cyclon Assembly Paste5. Insmeren en daarna de overtollige pasta verwijderen met een poetsdoekSpecificaties:Kleur: roodInhoud: 50 mlType pasta: montagepasta"
Onderhoud & Reparatie,Muc-Off Kettingolie dry lube 50ml,"Muc-Off Dry Lube, is een diep doordringend, lang houdend P.T.F.E ketting smeermiddel. Ontwikkelt om extreme omstandigheden te doorstaan, waar andere normale smeermiddelen zouden worden vernietigd. DRY LUBE smeermiddels is een veelzijdig droog weer ketting smeermiddel dat moderne diepdoordringende kwaliteiten heeft, zodat het smeermiddel diep in het binnenste van de schakel doordringt."
Onderhoud & Reparatie,Twinny Load Muurbeugels Dakkoffer - Zwart - 2 Stuks,Muurbeugel om de Twinny Load dakkoffer makkelijk op te hangen. Universeel toepasbaar voor alle Twinny Load dakkoffer modellen. De bevestigingsbeugel wordt geleverd met vier foam hoezen die de dakkoffer beschermen tegen beschadigingen.
Onderhoud & Reparatie,Decopatent® Fietslift ophangsysteem - Ophangen fiets aan plafond - Fietstakel - Fietshaak - Dubbele Fietsophangsysteem met Katrol,"Plafond Fiets Lift Ophangsysteem met 2 Katrollen. Voor het snel en eenvoudig ophangen van uw fiets aan het plafond.   Opgeruimd staat netjes! Met onze universele plafond fiets lift kan jij gemakkelijk en snel je fiets optakelen. Onze fietslift wordt snel & Gratis geleverd, zodat jij je fiets zeer snel kan ophangen aan jouw plafond!  Pluspunten van deze Decopatent Fiets Lift met katrollen  Met deze fietslift voor aan jouw plafond kan je jouw fiets ook in de kleinste kamers, garage of kelder plaatsen. Door middel van 2 katrollen kan de fiets gemakkelijk opgehangen en er weer eraf gehaald worden. Door de plafondmontage staat de fiets niet meer in de weg en is hij veilig opgeborgen.   Alle voordelen op een rijtje van deze fiets lift:    Fietstakel geschikt voor: fietsen, racefiets, mountainbike / mtb of je normale fiets. Voorzien van 2 katrollen. Fiets eenvoudig aan zadel en stuur ophangen. Fietslift voor plafondmontage. Voor plafondmontage in de kelder, schuur of garage. Ruimtebesparend Opbergen van uw fiets. Snelle en eenvoudige montage.  Alle soorten en maten fietsen passen op deze fietslift  Wil jij je racefiets, mountainbike / mtb, wielrenfiets of je normale fiets ophangen aan onze fiets lift ? Dat is geen probleem, met deze fietslift is het allemaal mogelijk.  Bang voor schade aan je fiets?  Omdat onze plafond fietslift meerdere bevestigingspunten heeft, is er geen kans dat je fiets naar beneden valt.   Multifunctioneel Fietslift ophangsysteem  Het fietsophangsysteem is multifunctioneel, welke voor reparaties en het opbergen van racefietsen, e-bikes, mountainbikes, kinderfietsen geschikt is. Ook voor het opbergen van kajaks, boten, ladder, dakkoffers en andere voorwerpen is deze plafondlift ideaal te gebruiken.   Afgebeelde decoraties zijn bij de levering niet inbegrepen.Decopatent® is een beschermd handelsmerk.   Wij van Decopatent® bieden een 100% tevredenheidsgarantie. Wij bieden professionele klantenservice Voor en Na uw aankoop. Wacht niet langer en bestel vandaag nog."
Onderhoud & Reparatie,BBB Cycling Parkinglot Fietsdrager - Muurbeugel fiets - Fietsbeugel - Ruimtebesparend - Voor verschillende soorten fietsen - BTL-126,"Met de BBB Cycling ParkingLot Fietsdrager BTL-126 hang je je fiets stijlvol op aan een plafond, wand, balk of muur. Met deze ruimtebesparende muurhaak berg je verschillende soorten fietsen netjes op, zonder dat je wielen de muur of bak beschadigen. De ParkingLot is de ideale en stijlvolle oplossing voor het opbergen van je fiets.De stijlvolle BTL-126 laat je fiets mooi aan een balk of muur hangen. In huis of in de garage.Een ruimtebesparende fietsdrager voor het opbergen van fietsen.Kan wielren- en MTB wielen opbergen tot 30"" inch.Zorgt ervoor dat je wielen en muur geen beschadigingen oplopen.Maximaal gewicht: 20 kg."
Onderhoud & Reparatie,Decopatent® Fiets Ophangsysteem Inklapbaar - Fietshaak - Wand Ophangbeugel - Muurbeugel Fiets - Fiets ophangbeugel - Fietsbeugel,"Opgeruimd staat netjes! Met onze universele muur fiets ophangsysteem kan jij gemakkelijk, netjes en geordend je fiets ophangen in je tuin, woonkamer of garage… het maakt niet uit. Ons fiets ophangsysteem wordt snel & Gratis geleverd, zodat jij je fiets zeer snel kan ophangen aan jouw muur!  Pluspunten van dit Decopatent Fiets muurbeugel ophangsysteem  Dit professionele ophangsysteem voor uw fiets zorgt ervoor dat uw fiets minder plaats in beslag neemt en u meer ruimte heeft voor uw andere spullen. Het systeem is makkelijk aan uw muur te monteren en kan een gewicht van max. 20 kg dragen.    Alle voordelen op een rijtje van dit fiets ophangsysteem:    Geschikt voor: fietsen, racefiets, mountainbike / mtb, wielrenfiets of je normale fiets. Inklapbaar ophangsysteem. Voor bevestiging aan uw wand of muur.  Snelle en eenvoudige montage.Afmetingen Afmetingen: 26 x 30 cm (Lengte x Breedte)  Alle soorten en maten passen op dit fiets ophangsysteem  Wil jij je racefiets, mountainbike / mtb, wielrenfiets of je normale fiets ophangen aan onze fiets ophangsysteem? Dat is geen probleem, met onze ophangsysteem is het allemaal mogelijk.  Bang voor schade aan je fiets?  Omdat onze ophangsysteem 2 bevestigingspunten heeft, is er geen kans dat je fiets valt.   Inklapbaar ophangsysteem  Wil jij je racefiets, mountainbike of je wielrenfiets niet ophangen? Geen zorgen, klap het ophangsysteem eenvoudig naar boven, zodat het geen onnodige plek inneemt.  Gebruik deze fiets ophangbeugel voor verschillende rijtuigen  Ons racefiets ophangsysteem voor de muur is niet alleen bedoeld voor je fiets. Ben jij een fanatieke skiër, snowboarder of wil je gewoon iets anders ophangen? Deze ophangsysteem is bestemd voor bijna alles!   Afgebeelde decoraties zijn bij de levering niet inbegrepen.Decopatent® is een beschermd handelsmerk.   Wij van Decopatent® bieden een 100% tevredenheidsgarantie. Wij bieden professionele klantenservice Voor en Na uw aankoop. Wacht niet langer en bestel vandaag nog."
Onderhoud & Reparatie,Dresco Borstelset Fiets 3-Delig | 3 Fietsborstels voor Schoonmaken en Onderhouden van Fiets,"Met de Dresco fiets onderhoud borstels maakt u de fiets snel en grondig schoon. De Dresco set bestaat uit drie verschillende borstels, allen met een eigen functie/werking. Een borstel waarmee u het vuil eenvoudig tussen de tandwielen kan weghalen. Met de gekartelde kunststof kant haalt u het grove vuil tussen de tandwielen, daarna met de borstel het losgemaakte vuil goed kan verwijderen. De gekartelde kant past tussen de verschillende tandwielen van de fiets. Met de grote borstel maakt u de fiets schoon op alle moeilijk bereikbare plaatsen. De O borstel is voor het schoonmaken van het frame van de fiets. Door de opening aan de bovenkant van de borstel schuift u de borstel makkelijk om het fietsframe.

Fiets borstelset: Complete set met drie verschillende borstels voor het gemakkelijk reinigen vaan spaken, frame, derailleur, ketting en remmen.
Grondig schoonmaken: Deze borstelset is geschikt om de fiets ook op moeilijk bereikbare plaatsen schoon te maken.
Borstel met kartelkant: Een borstel waarmee u het vuil eenvoudig tussen de tandwielen kan weghalen.
Grote borstel: Met de grote borstel maakt u de fiets schoon op alle moeilijk bereikbare plaatsen.
O-borstel: De O borstel is voor het schoonmaken van het frame van de fiets."
Onderhoud & Reparatie,Muc-Off - Bike Cleaner 1 Liter,"Muc off motorcycle / Bike Cleaner | Snel en eenvoudig
 Muc Off motorreiniger verwijder snel en eenvoudig vuil, dankzij de Nano technologie. Bike Clean trekt door het opgehoopte vuil en start het reinigen dit onder het vuilt hierdoor krijgt vul geen kans. 
Muc off Motorcycle / Bike cleaner | Tast GEEN metaal delen aan
 Iets reinigen zonder aantasting van metaal / alu delen is toch net iets lastiger dan de meeste denken. Te agressieve schoonmaak middelen kunnen uw motor opppervlakkig aantasten. Dankzij de Nano technologie hoeft Muc Off geen agressieve ingredienten te gebruiken en is hierdoor bio logisch afbreekbaar en zuur vrij. 
Muc-Off Nano Tech Fietsreiniger heeft een effectieve schoonmaakformule met nanotechnologie, die zelfs geschikt is voor de meest gevoelige lak. Het bevat geen schadelijke zuren, CFC`s of oplosmiddelen en het is volledig biologisch afbreekbaar."
Onderhoud & Reparatie,Fiets Ophangsysteem 2x | Fietshaak | Muurbeugel | Ophangbeugel | Fietsbeugel | Fietsenrek 2.0,"Kom jij ook ruimte tekort om jouw fiets op te hangen? Of wil je je fiets op een stijlvolle én ruimtebesparende manier ophangen? Dan is dit fiets ophangsysteem waarnaar jij opzoek bent! Met deze set van 2 muurbeugels speciaal gemaakt voor jouw fiets bespaar je tot 60% aan ruimte en dit ook nog eens terwijl je krassen en andere beschadigingen voorkomt!   Opgeruimd staat netjes met deze muurbeugels!Met deze sterke fietshaken zorg jij er voor dat je jouw fietsen op een stijlvolle én ruimtebesparende manier kan ophangen. Je bespaart met dit ophangsysteem tot wel 60% aan ruimte door de fiets verticaal aan de muur te hangen. Naast het besparen van ruimte en voorkomen van beschadigingen staat het ook nog eens erg stijlvol. Je kunt jouw fiets natuurlijk met deze muurbeugel in de schuur of garage hangen, maar velen kiezen er ook voor om deze als blikvanger op een prominente plek in huis te hangen.   Krasvrij en ruimtebesparend opbergenJe wilt natuurlijk niet dat jouw prachtige fiets bekrast wordt of op een andere manier beschadigd raakt. Met dit fiets ophangsysteem zorg je ervoor dat jouw fiets veilig aan de muur hangt, ver weg van anderen die erlangs lopen en per ongeluk de fiets beschadigen. Aan de ophanghaak zit een stevige rubberen rand vast, deze zorgt ervoor dat jij jouw fiets zonder enige vorm van krassen of beschadigingen kunt ophangen. De velgen van de fiets zullen net zo mooi zijn als ervoor!   Geschikt voor 1 of 2 fietsenJe kunt ervoor kiezen om 2 fietsen met deze set op te hangen, 1 haak is ruim voldoende voor 1 fiets. Het is echter ook mogelijk om beide muurbeugels onder elkaar op te hangen, hierdoor raakt de band van de fiets de muur niet zit de fiets op 2 plekken vast. Deze fietsbeugels zijn onze doorontwikkelde 2.0 versie die nog sterker is en het product lichter. Daarnaast zijn er nieuwe schroeven toegevoegd.   Specificaties Maximum gewicht: 20 KGAfmeting: 26 x 10.5 x 13.7CMGeschikt voor vrijwel iedere fiets: wielrenfiets, mountainbike, stadsfiets, racefiets, vouwfiets, BMX, omafiets etc.Gewicht: 500 gram per stukMateriaal: staal4 voorgeboorde gaten voor eenvoudige montageInclusief alle montagebenodigdhedenDeze set is geschikt voor 2 fietsen   Montagehulp van onsHet op de muur bevestigen van deze muurbeugels is vrij simpel en je hoeft geen ervaren klusser te zijn om dit te kunnen. Bij de afbeeldingen kun je een visuele montagehulp vinden. Dit fiets ophangsysteem wordt door ons geleverd met 2 setjes bevestigingsmaterialen. Deze bevatten in totaal 8 sterke schroeven en 8 pluggen. Het is wel belangrijk dat de fietshaak op een sterke muur bevestigd wordt. Het enige dat jij verder nog nodig hebt is een boor en een schroevendraaier.   Inhoud van jou bestelling 2x jouw fietsbeugels voor aan de muur8 schroeven en 8 pluggen, extra sterk."
Onderhoud & Reparatie,Benson Losse Fietsventiel Dunlop - Blitz - Hollands met Stopdopje - 2 stuks,"Vervang die lekkende fietsventielen eenvoudig en snel met de Benson Losse Fietsventiel Dunlop - Blitz - Hollands met Stopdopje - 2 stuks! Zo geniet je weer van een zorgeloze fietstocht zonder lekke banden. Bestel nu en ga weer veilig de weg op!  Kenmerken:  Geschikt voor Dunlop, Blitz en Hollands ventiel Inhoud: 2 stuks Compleet geleverd, eenvoudig te vervangen Inclusief stappenplan voor het plakken van een fietsband   Geen zorgen meer over lekke fietsbanden met deze handige set van Benson. Volg het bijgeleverde stappenplan om je fietsband te plakken en geniet weer van zorgeloze fietstochten!  Stappenplan fietsband plakken  Een fietsband plakken is een koud kunstje, niet onder de 10 graden omdat de lijm dan niet kan plakken. Bij voorbaat eerst het ventiel controleren of deze wel goed vastzit, dan is de lekkage namelijk al opgelost door hem vast te draaien.    Is de band alsnog lek neem dan de volgende stappen door:    Zet de fiets op de kop en controleer de buitenband van je fiets op scherpe voorwerpen en verwijder deze indien aanwezig Verwijder de buitenband met minimaal 3 kunststof bandenlichters / bandenlepels van de velg, deze niet te ver erin steken ander beschadig je de binnenband Verwijder hierna de binnenband en controleer deze op onregelmatigheden, zie je wat zitten verwijder dit dan direct. Zit er een scheur in de band, dan moet de binnenband vervangen worden Lek zoeken? Pomp eerst de band op en luister goed met uw oren of er ergens lucht ontsnapt. Kun je de lek op deze manier niet vinden, pak dan een emmer water en pomp wederom de band goed op en haal deze door de emmer met water heen. Zodra de lek in het water zit, komen er belletjes vrij en zo vind je de locatie van de lek en markeer deze Beginnen met binnenband plakken. Begin door de binnenband leeg te laten lopen en ruw de plek rondom de lek op doormiddel van een schuurpapiertje. Breng na opschuren de solutie (lijm) aan net iets groter als de bandenplakker en wacht een paar minuten, breng hierna de bandenplakker aan en druk deze stevig aan. Bij zelfklevende bandenplakkers hoeft u deze uiteraard niet te lijmen De binnenband na een paar minuten licht oppompen en controleer of het lek goed gedicht is Als de binnenband goed geplakt en lekvrij is, kan deze weer terug op de velg en kan de buitenband teruggeplaatst worden. let op; gebruikt de bandenlichters niet, deze kunnen een nieuwe lek veroorzaken bij het monteren Alles goed gemonteerd, u kunt de binnenband weer oppompen en weer gebruikmaken van de fiets  Stappenplan fietsband plakken  Een fietsband plakken is een koud kunstje, niet onder de 10 graden omdat de lijm dan niet kan plakken. Bij voorbaat eerst het ventiel controleren of deze wel goed vastzit, dan is de lekkage namelijk al opgelost door hem vast te draaien.    is de band alsnog lek neem dan de volgende stappen door:    Zet de fiets op de kop en controleer de buitenband van je fiets op scherpe voorwerpen en verwijder deze indien aanwezig Verwijder de buitenband met minimaal 3 kunststof bandenlichters / bandenlepels van de velg, deze niet te ver erin steken ander beschadig je de binnenband Verwijder hierna de binnenband en controleer deze op onregelmatigheden, zie je wat zitten verwijder dit dan direct. Zit er een scheur in de band, dan moet de binnenband vervangen worden Lek zoeken? Pomp eerst de band op en luister goed met uw oren of er ergens lucht ontsnapt. Kun je de lek op deze manier niet vinden, pak dan een emmer water en pomp wederom de band goed op en haal deze door de emmer met water heen. Zodra de lek in het water zit, komen er belletjes vrij en zo vind je de locatie van de lek en markeer deze Beginnen met binnenband plakken. Begin door de binnenband leeg te laten lopen en ruw de plek rondom de lek op doormiddel van een schuurpapiertje. Breng na opschuren de solutie (lijm) aan net iets groter als de bandenplakker en wacht een paar minuten, breng hierna de bandenplakker aan en druk deze stevig aan. Bij zelfklevende bandenplakkers hoeft u deze uiteraard niet te lijmen De binnenband na een paar minuten licht oppompen en controleer of het lek goed gedicht is Als de binnenband goed geplakt en lekvrij is, kan deze weer terug op de velg en kan de buitenband teruggeplaatst worden. let op; gebruikt de bandenlichters niet, deze kunnen een nieuwe lek veroorzaken bij het monteren Alles goed gemonteerd, u kunt de binnenband weer oppompen en weer gebruikmaken van de fiets.   Zoekwoorden: Fietsventiel, Benson, Dunlop ventiel, Blitz ventiel, Hollands ventiel, Stopdopje, Fietsband plakken, Fietsband vervangen, Lekke band"
Onderhoud & Reparatie,SODEAL Fiets Ophangsysteem - Fietshaak - Fiets Ophangbeugel - Muurbeugel Fiets - Fietsenrek - Fietsbeugel,"Multifunctioneel fiets ophangsysteem voor maar liefst 5 fietsen, fietshelmen en andere accessoires. 
 Multifunctioneel karakterOpgeruimd staat netjes met deze universele fietsbeugel!De drie basisrails kunnen zowel naast elkaar of op verschillende plaatsen/ruimtes worden gebruikt, bijvoorbeeld een rail voor volwassen fietsen, een rail voor kinderfietsen en een rail voor alle accessoires, zoals fietshelmen en fluohesjes. Dit multifunctioneel ophangsysteem kan dus worden gebruikt door de hele familie. De rails zijn eenvoudig te monteren en de haken kan je zelf verdelen overheen de drie bevestigingsrails. Hiernaast zijn alle fietshaken voorzien van een rubberen bescherming, zodat jouw fietsen niet beschadigd worden. 
 Alle soorten fietsenBen je een wielrenner of mountainbiker? Alle soorten fietsen passen in de maar liefst vijf fietshaken van deze muurbeugel. 
 Eenvoudige montageDe rails kunnen eenvoudig bevestigd worden door middel van de meegeleverde, stevige pluggen en schroeven. 
 Voordelen 

Indeling rails vrij te kiezen
Fietshaken voorzien van rubber om beschadiging te voorkomen
Multifunctioneel
Plaatsbesparend
Moderne zwarte look
Stevig
Netjes en ordelijk
Eenvoudige montage

 SpecificatiesGewicht: 2880g3 Aluminium Rails (lengte 40.5cm x breedte 10cm)5 stalen fietshaken3 accessoire hakenMax draagvermogenFietshaak: 20kgAccessoire haak: 20kg 
 Inhoud3 x rails5 x fietshaken3 x accessoire haken24 x schroeven24 x pluggen 
 Onze tipBekijk ons montagefilmpje! 
 100% tevredenheidsgarantieLoop geen enkel risico en retourneer 30 dagen kosteloos dankzij onze 100% tevredenheidsgarantie. 
 Bespaar ruimte, maak het terug netjes en bestel vandaag nog het SOdeal Fiets ophangsysteem!"
Onderhoud & Reparatie,Velorest Bike Wax Bundle - Fiets Bescherming Set - Kettingwax - Fietsonderhoud - Chain Wax -  Fiets Wax - Verlengt Levensduur - Showroom Ready,"Verleng de levensduur van jouw fiets en ketting met de Velorest Wax Bundle. De Wax Bundle is geschikt voor elk type fiets en is zeer gemakkelijk te doseren. Voorkom een roestige ketting en zorg ervoor dat jouw fiets en ketting een langdurige water- en vuilafstotende beschermlaag krijgen. Op deze manier verleng je de levensduur van de fiets en ketting. Daarnaast maak je jouw fiets weer showroom ready met de Bike Protector. De spray biedt een 100% plantaardige nano-coating en beschermd tegen vocht, roest, corrosie en vlekken.  
 De Wax Bundle bestaat uit Velorest Bike Protector 200ml en Chain Wax 100ml. Beide producten zijn 100% plantaardig en biologisch afbreekbaar. Zelfs de verpakking is recyclebaar! 
 De voordelen van Velorest Wax Bundle: 

GESCHIKT VOOR ELK TYPE FIETS - Stadsfiets, mountainbike of racefiets? De producten kunnen gebruikt worden voor elke fiets. Tevens geschikt voor zowel glanzende als matte verf.


VERLENGT LEVENSDUUR FIETS EN KETTING - De Chain Wax voorkomt roest en dringt door tot diep in de schakels. De squirt lube komt het beste tot zijn recht in droge omstandigheden, maar behoudt ook zijn werking in natte en koude omstandigheden. De Chain Wax en Bike Protector zorgen voor een water- en vuilafstotende beschermlaag en verlengen de levensduur van de fiets en ketting. 


JOUW FIETS WEER SHOWROOM READY - Met de Bike Protector maak je jouw fiets weer showroom klaar. Biedt een 100% plantaardige nano-coating voor je fiets. Zorgt voor een langdurige bescherming tegen invloeden van buitenaf zoals vocht, roest, corrosie en vlekken. 


MAKKELIJK TE DOSEREN - Zodat je de producten zo lang mogelijk kunt gebruiken.


100% MILIEUVRIENDELIJK - Beide producten zijn 100% plantaardig en biologisch afbreekbaar. Zelfs de verpakking is recyclebaar!
LANGDURIGE WERKING - De wax en protector zorgen voor langdurige bescherming waarmee de levensduur van jouw fiets en ketting wordt verlengd."
Onderhoud & Reparatie,Muc-Off 8 in 1 Bicycle Cleaning Kit Reinigingspakket,"Muc-Offs 8 in 1 Bicycle Cleaning Kit is perfect voor elke liefhebber van fietsen. Compleet met de Nano Tech Bike Cleaner, Expanding Microcell Sponge, Soft Washing Brush, Detailing Brush, Claw Brush, Two Prong Brush, Bike Spray en Storage Tub heeft deze kit zo een beetje alles wat je nodig hebt om je fiets schoon te houden en er mooi uit te laten zien. Met is een fantastisch cadeau voor jezelf, maar ook voor familie en vrienden. Of je nou een racefiets, MTB, Cyclocross of stadsfiets hebt, onze 8 in 1 kit lost alle schoonmaakproblemen in een handomdraai op!"
Onderhoud & Reparatie,Protecton Bandenreparatie Spray 500ml,"Protecton bandenreparatie is een spray voor het uitvoeren van noodreparaties aan tubeless banden. Tyre repair is een gebruiksvriendelijke spray, op basis van rubber en geschikt voor het repareren van kleine lekkages in het loopvlak van de band.   De bandenreparatie spuitbus is te gebruiken zonder demontage van de band. Deze reparatie is een nood oplossing geen permanente oplossing. Inhoud 500ml.   Protecton bandenreparatie is een spray voor het uitvoeren van noodreparaties aan tubeless banden. Gebruiksvriendelijke spray, op basis van rubber, dicht kleine lekkages in het loopvlak van de band. Te gebruiken zonder demontage van de band. Inhoud 500ml."
